,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
16668,13330638,Sun-drenched apartment w/ backyard,11724504,Carli,Brooklyn,Bushwick,40.69903,-73.91722,Private room,40,4,1,2016-08-09,1,0,1239.0,1,single
18635,14738709,Modern furnished 2-Bedroom NYC Apartment!,30283594,Kara,Manhattan,Hell's Kitchen,40.76025,-73.99811,Entire home/apt,399,30,3,2018-11-15,121,185,411.0,8,few
970,387324,Cozy Room in Sunny Apartment (Long/Short Term),1828506,Yogi,Manhattan,Kips Bay,40.74238,-73.98122,Private room,74,240,15,2018-09-04,1,90,483.0,1,single
24936,19981584,Sunny loft in heart of Crown Heights,75819473,Cathy,Brooklyn,Crown Heights,40.67295,-73.95646,Private room,57,1,4,2017-09-01,1,0,851.0,1,single
30157,23262857,Central Park - Room for 2 to 4,60281397,Lugao,Manhattan,Upper West Side,40.79701,-73.96933,Private room,93,1,27,2019-06-09,3,190,205.0,1,single
9601,7378773,Clean and Sunny Brooklyn apt!!,11129295,Melissa,Brooklyn,Bushwick,40.70178,-73.92829,Entire home/apt,98,4,1,2015-09-04,1,0,1579.0,1,single
11099,8589729,Magnolia House Saint George,45201692,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,144,1,105,2019-06-30,1,258,184.0,1,single
18716,14819796,"Charming 2BR  Prime Carroll Gardens/ F,G Train",40611169,Sol,Brooklyn,Carroll Gardens,40.67718,-73.99493,Entire home/apt,250,1,62,2019-06-28,5,178,186.0,1,single
25880,20685952,Summer vibes,129602851,W.,Bronx,Unionport,40.83121,-73.8483,Entire home/apt,450,2,1,2018-02-01,2,342,698.0,1,single
32979,26006150,Brooklyn Palace,22098752,Eric,Brooklyn,Bushwick,40.68232,-73.9058,Entire home/apt,100,1,1,2018-11-05,1,85,421.0,1,single
12645,9708577,Miriams Place,50126257,Miriam,Brooklyn,Borough Park,40.63692,-73.99063,Entire home/apt,300,2,51,2019-06-30,1,297,184.0,1,single
32277,25253576,Sunny & spacious Brooklyn Brownstone Bedroom,190792355,Saron,Brooklyn,Bedford-Stuyvesant,40.69464,-73.94963,Private room,95,2,4,2018-06-29,1,0,550.0,1,single
18079,14154373,Quiet Full Bed - East Village / LES Comfy Colorful,4685913,Paul,Manhattan,East Village,40.72097,-73.97769,Private room,90,12,1,2016-08-14,2,0,1234.0,1,single
27488,21649523,Crown Heights Apartment,138546022,Nicholas,Brooklyn,Crown Heights,40.67354,-73.95149,Private room,41,1,1,2017-11-06,2,0,785.0,1,single
38151,30107262,Quint brownstone private entrance with spa on site,226205088,Robbin,Manhattan,Harlem,40.80324,-73.94887,Entire home/apt,125,2,12,2019-07-02,1,7,182.0,1,single
13415,10056245,Spacious room in Brooklyn,25866647,Nick,Brooklyn,Midwood,40.62259,-73.96107,Private room,35,3,175,2019-06-14,1,49,200.0,1,single
39006,30473558,Cozy comfortable room,228771058,Ariel,Manhattan,Harlem,40.82625,-73.94859,Private room,52,4,7,2019-06-19,1,54,195.0,1,single
5538,4026150,"Personal, Private and Pretty NYC Apartment",16514175,Karen,Queens,Elmhurst,40.74561,-73.88514,Entire home/apt,78,2,133,2019-06-23,5,107,191.0,1,single
33558,26555992,NEW - Big Brooklyn apt in Bushwick,552288,Charles,Brooklyn,Bushwick,40.69949,-73.92383,Entire home/apt,65,2,6,2019-06-26,1,0,188.0,1,single
32066,25036166,BK NEST-Across Barclays & trains/City 10 mins away,187103481,Carol,Brooklyn,Park Slope,40.68241,-73.97719,Entire home/apt,160,2,39,2019-06-21,1,246,193.0,1,single
20027,16029127,Sleeps 4 Guest's | CENTRALLY LOCATED | Midtown 45,64065593,ResortShare5,Manhattan,Midtown,40.75246,-73.97356,Entire home/apt,198,2,27,2019-05-03,13,246,242.0,2,few
43874,33917759,Central Park North Max-Room,234483148,Makis,Manhattan,Harlem,40.80332,-73.94853,Private room,95,1,11,2019-07-03,2,256,181.0,1,single
46635,35352621,washer/dryer private room 20 min from time square,256321373,JessDoinMe,Manhattan,Harlem,40.82168,-73.93855,Private room,50,1,1,2019-06-09,1,116,205.0,1,single
37720,29897911,NY HUDSON RIVER DOUBLE DOUBLE ROOM,224815152,Hudson River Hotel,Manhattan,Hell's Kitchen,40.755,-73.99784,Private room,249,1,6,2019-06-23,8,87,191.0,2,few
33290,26293088,Sunny & Rustic one-bedroom in the West Village!,43297299,Nick,Manhattan,West Village,40.73886,-74.00413,Entire home/apt,200,3,6,2019-06-03,1,0,211.0,1,single
12225,9473492,1 Bedroom in 2 bdr Bushwick apt,49099055,Charles,Brooklyn,Bushwick,40.68983,-73.90512,Private room,55,1,1,2015-12-27,1,0,1465.0,1,single
15028,11982791,Bed-Sty Fly,27709477,Jasmine,Brooklyn,Bedford-Stuyvesant,40.68612,-73.94384,Entire home/apt,145,2,100,2019-06-23,1,296,191.0,1,single
23275,18849349,Chelsea Studio (King bed + convertible full sofa),50778925,Shary,Manhattan,Chelsea,40.74154,-74.00161,Entire home/apt,149,5,6,2019-05-05,1,0,240.0,1,single
24406,19652739,1 Bedroom/1 Livingroom on 21st and 8th in Chelsea,81531783,Katie Knapp,Manhattan,Chelsea,40.74429,-73.99984,Entire home/apt,130,26,39,2019-06-28,1,29,186.0,1,single
18054,14139170,Comfortable room in a Bushwick duplex with patio,1252743,Dory,Brooklyn,Bushwick,40.70175,-73.91525,Private room,45,1,9,2018-03-20,1,0,651.0,1,single
32111,25085816,Master bedroom in E Harlem with balcony&Doorman,77716287,Marwa,Manhattan,East Harlem,40.80173,-73.94035,Private room,65,2,11,2019-05-09,1,365,236.0,1,single
27761,21782140,Brand New 2 Bedroom Apt in Bed Stuy with Garden,205285,Andrea,Brooklyn,Bedford-Stuyvesant,40.68506,-73.94164,Entire home/apt,80,30,7,2019-06-15,1,0,199.0,1,single
24151,19456350,"Bright, Spacious Penthouse Near Park",126144914,Miles,Manhattan,Upper West Side,40.7789,-73.98527,Entire home/apt,250,10,5,2018-08-07,1,0,511.0,1,single
1336,586847,LARGE BEDROOM +PRIVATE BATHROOM,311286,Helene,Brooklyn,Crown Heights,40.67649,-73.9435,Private room,80,2,5,2017-05-08,4,311,967.0,1,single
36531,29043928,Brooklyn Sanctuary,218883687,Parrish,Brooklyn,East Flatbush,40.63931,-73.94451,Private room,125,1,7,2019-01-01,2,364,364.0,1,single
5877,4282998,Spacious 1 BR & terrace on 19th floor viewing NYC,9471525,Chris,Manhattan,Kips Bay,40.74092,-73.97817,Entire home/apt,200,7,9,2019-01-05,1,291,360.0,1,single
7817,5944460,views to die for apartment on water,17300177,Peggy,Brooklyn,Williamsburg,40.70965,-73.96817,Entire home/apt,180,30,4,2017-06-22,1,13,922.0,1,single
34946,27703757,Beautiful 4 Bdrm Home - 25 min from Manhattan,32126880,Bryant,Queens,Laurelton,40.67525,-73.74625,Entire home/apt,200,2,6,2019-06-24,2,321,190.0,2,few
30751,23797329,Newly & Comfy Shared room close to Manhattan,178543960,Sergii,Brooklyn,Greenpoint,40.72104,-73.93985,Shared room,35,30,3,2018-08-01,10,365,517.0,1,single
6944,4977744,Lower East Side Gem,10350245,Brian,Manhattan,Lower East Side,40.72076,-73.98925,Entire home/apt,200,1,1,2015-01-18,1,0,1808.0,1,single
1462,655230,Be in NYC's best: Lower East Side!,3298062,Connie,Manhattan,Chinatown,40.71695,-73.99031,Entire home/apt,149,4,12,2019-06-03,1,203,211.0,1,single
34451,27329585,1BR trendy Bushwick apt & minutes from Manhattan!,205930301,Robert,Brooklyn,Bushwick,40.693,-73.91078,Entire home/apt,99,1,79,2019-06-24,1,173,190.0,1,single
41554,32304889,Sleek Williamsburg Apartment With Gym,64434732,Amy,Brooklyn,Williamsburg,40.7084,-73.94488,Private room,115,1,2,2019-05-18,1,89,227.0,1,single
44007,33992824,Sonder | Stock Exchange | Superior 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70631,-74.01225,Entire home/apt,228,2,5,2019-06-16,327,349,198.0,23,few
31171,24204338,Private Cozy Room on Manhattan,63929490,Lidziya,Manhattan,East Harlem,40.78719,-73.95201,Private room,100,7,18,2019-06-19,1,45,195.0,1,single
35954,28561906,Spacious Modern Brooklyn Studio,14904449,Joseph,Brooklyn,Crown Heights,40.67347,-73.95833,Entire home/apt,110,2,9,2019-06-23,1,15,191.0,1,single
22908,18561618,Comfy & Cozy Space in the Upper West Side,128860627,Chris,Manhattan,Upper West Side,40.77557,-73.98099,Shared room,65,3,68,2019-06-22,1,138,192.0,1,single
3334,1989972,Cozy & Nice Bedroom in an Apt/NYC.,10262420,Cesar,Manhattan,East Harlem,40.78813,-73.94495,Private room,86,4,37,2019-06-30,1,22,184.0,1,single
12646,9709428,Apt Williamsburg! Perfect location!,40044130,Daniela,Brooklyn,Williamsburg,40.71009,-73.953,Private room,80,6,2,2016-06-13,1,0,1296.0,1,single
2127,976242,Cozy East Village Haven,854208,Anna,Manhattan,East Village,40.7282,-73.98893,Entire home/apt,200,10,35,2019-01-02,1,51,363.0,1,single
8642,6645263,Brooklyn at its finest,351650,Nick,Brooklyn,Williamsburg,40.71084,-73.96557,Entire home/apt,175,3,2,2016-07-06,1,0,1273.0,1,single
47910,35975325,"50% off! Futon, yard access,  trendy wburg",3360618,Tc,Brooklyn,Williamsburg,40.71246,-73.94014,Private room,57,2,1,2019-07-01,3,16,183.0,2,few
2109,959948,Designer Triplex Loft Soho/Greenwich Village,1229358,Lauren,Manhattan,SoHo,40.72538,-74.00375,Entire home/apt,195,10,10,2018-06-26,1,270,553.0,1,single
46200,35153229,Luxury Apartment in Cambria Heights,264746707,Oscar,Queens,Cambria Heights,40.68959,-73.73733,Entire home/apt,160,2,5,2019-07-07,1,151,177.0,1,single
32013,24992835,"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",157402346,Victor,Manhattan,Hell's Kitchen,40.76201,-73.99099,Entire home/apt,350,2,60,2019-06-17,1,224,197.0,1,single
41425,32238253,Sonder | Stock Exchange | Airy 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70569,-74.01183,Entire home/apt,234,2,8,2019-06-18,327,333,196.0,23,few
38210,30133610,Cozy Mid-Town East Penthouse With Terrace,3202935,Cricket,Manhattan,Midtown,40.75199,-73.9725,Entire home/apt,350,3,17,2019-05-30,1,33,215.0,1,single
26916,21321503,Beautiful 4BDR Historic Home Bronx NYC,154330006,Anthony,Bronx,Kingsbridge,40.87666,-73.90034,Entire home/apt,149,3,37,2019-06-16,1,146,198.0,1,single
43817,33898321,Room in heart of NoHo/East Village,8518291,Carolina,Manhattan,East Village,40.7284,-73.99053,Private room,61,30,3,2019-06-01,1,84,213.0,1,single
30758,23807257,Historic Brownstone - Full Floor - Central Harlem,8662157,Chance,Manhattan,Harlem,40.80551,-73.94905,Entire home/apt,270,3,23,2019-06-22,1,17,192.0,1,single
1767,796370,Monthly discount - 2 bedroom  - upper east side,61491,D,Manhattan,Upper East Side,40.77043,-73.9515,Entire home/apt,150,25,1,2017-09-30,2,207,822.0,1,single
9442,7244171,Cozy Studio Duplex,37915862,Greg,Brooklyn,East New York,40.6752,-73.89218,Entire home/apt,80,5,49,2019-06-07,2,217,207.0,1,single
32473,25452071,Modern & Cozy Studio In Best East Village Location,3142924,Kea,Manhattan,East Village,40.72714,-73.98215,Entire home/apt,190,2,32,2019-07-06,1,17,178.0,1,single
16516,13236148,Garden level apartment in Bed-Stuy,33402262,Jordan,Brooklyn,Bedford-Stuyvesant,40.68378,-73.94118,Entire home/apt,155,2,94,2019-06-08,1,218,206.0,1,single
32638,25668516,Great cozy room near the center of NYC 12AR,190921808,John,Manhattan,Hell's Kitchen,40.75407,-73.99528,Private room,100,7,8,2019-06-09,47,271,205.0,10,few
16000,12947660,Cute studio/room in the East Village,36948675,Hoan,Manhattan,East Village,40.72886,-73.9863,Private room,65,18,6,2017-10-10,1,0,812.0,1,single
39321,30686973,Tranquil oasis in the fast pace of NYC,229695499,Linda,Manhattan,Lower East Side,40.7189,-73.98263,Private room,175,1,11,2019-07-03,1,250,181.0,1,single
23756,19188025,"Heart of Bayside, modern 3 Bed 2 bath",95102570,Nancy,Queens,Bayside,40.76304,-73.76948,Entire home/apt,239,5,10,2019-05-20,1,188,225.0,1,single
22247,17940029,"$0 FEES/Parking/Bkft - ""Little Piece of Heaven""",61875246,Carolyn,Queens,Whitestone,40.7824,-73.82144,Private room,45,1,84,2019-07-06,2,157,178.0,1,single
43967,33970850,SummerWintersGetaway- 8 mins from JFK,256462453,Yolander,Queens,Jamaica,40.69115,-73.80617,Entire home/apt,350,1,9,2019-06-09,1,358,205.0,1,single
6416,4671552,Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241,-73.96354,Entire home/apt,130,1,9,2015-12-27,1,0,1465.0,1,single
24884,19950630,The Heart of Harlem,32153139,Michelle,Manhattan,East Harlem,40.80472,-73.94077,Private room,55,3,2,2017-08-09,2,0,874.0,1,single
31609,24628788,White Cozy Studio Apartment in Brooklyn,31929849,Daria,Brooklyn,Midwood,40.61962,-73.96323,Entire home/apt,85,2,8,2019-06-24,1,27,190.0,1,single
39764,30935446,Private Bedroom next to Times Square,231161473,Lorenzo,Manhattan,Hell's Kitchen,40.76194,-73.99122,Private room,83,2,1,2018-12-23,1,0,373.0,1,single
23338,18894931,Private Room in 2Br Apt,37032324,Jen,Brooklyn,Bedford-Stuyvesant,40.69334,-73.95079,Private room,52,6,5,2018-12-10,1,0,386.0,1,single
14538,11457413,Designed By Stark!Basket Ball Gym 5150,16098958,Jeremy & Laura,Manhattan,Financial District,40.70563,-74.00658,Entire home/apt,170,30,3,2017-04-22,96,312,983.0,12,few
10579,8131995,Studio with Million Dollar Views,42942193,John,Manhattan,Kips Bay,40.73845,-73.9795,Entire home/apt,165,3,2,2017-09-22,1,0,830.0,1,single
3041,1789715,2 BR Apt in Luxury Building - UES,6989380,Shane,Manhattan,Upper East Side,40.78277,-73.95164,Entire home/apt,199,2,2,2014-10-19,1,0,1899.0,1,single
2834,1589715,Private: The Brass Room,8481125,Thomas,Manhattan,Upper East Side,40.76142,-73.96086,Private room,120,7,19,2019-04-19,2,245,256.0,1,single
23845,19246114,Stunning modern artsy 2 bed -steam & rooftop,16262749,Abby,Brooklyn,Greenpoint,40.72092,-73.94281,Entire home/apt,350,1,70,2019-07-01,1,142,183.0,1,single
6937,4968817,Hostal : FULL SIZE BUNK BED ( Bottom on floor),2793778,Fernando,Queens,Forest Hills,40.71543,-73.83564,Shared room,60,4,45,2019-04-12,5,0,263.0,1,single
33709,26717141,"Cozy Room: 7 Minutes to LGA, 20 min to Manhattan !",65671256,Freddy,Queens,Jackson Heights,40.75782,-73.85973,Private room,55,1,55,2019-07-02,3,136,182.0,1,single
33747,26748374,"Cabin Feels
Sunset Views
By Greenwood cemetery 
<3",183563796,Michal,Brooklyn,Borough Park,40.64282,-73.98779,Entire home/apt,70,2,2,2019-01-02,1,0,363.0,1,single
34477,27358688,"SOHO Oasis - Sunny, Quiet 2 Bedroom",21940136,Ben,Manhattan,Nolita,40.72191,-73.99592,Entire home/apt,300,3,52,2019-07-05,1,119,179.0,1,single
36641,29132306,BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM,183748836,Alex,Manhattan,Midtown,40.75829,-73.97259,Private room,120,1,44,2019-05-22,1,4,223.0,1,single
15193,12134113,Jasmine: Lovely Secret Tea Garden!,13750728,Gayle,Bronx,Longwood,40.81911,-73.90939,Private room,60,2,77,2019-06-12,4,171,202.0,1,single
40921,31828528,Amazing Room in Triplex Loft,123672154,Abdes,Brooklyn,Greenpoint,40.73392,-73.95203,Private room,65,1,3,2019-03-13,2,0,293.0,1,single
17630,13864224,Spacious Artist's Loft/Apartment,74011703,Stephanie,Manhattan,Financial District,40.71069,-74.00751,Entire home/apt,200,3,6,2016-10-14,1,0,1173.0,1,single
1057,442649,Lovely Chelsea 1 Bedroom,793225,Rachel,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,10,2018-08-22,1,0,496.0,1,single
19077,15158194,Sunny Manhattan 1 bedroom  in Landmark Brownstone,7245581,Michael,Manhattan,Washington Heights,40.83355,-73.93839,Entire home/apt,67,180,4,2019-05-31,19,331,214.0,4,few
46523,35288505,Trendy & Modern Bushwick Brooklyn Apartment,44021873,Daniel,Brooklyn,Bedford-Stuyvesant,40.6946,-73.93448,Private room,95,4,2,2019-06-28,1,28,186.0,1,single
3139,1869202,Cozy & Sunny central Manhattan APT!,5008954,Mich,Manhattan,Midtown,40.7582,-73.96692,Entire home/apt,100,2,19,2016-02-20,1,0,1410.0,1,single
11345,8813854,Stay next to TimesSquare & Broadway,45850983,Peter,Manhattan,Hell's Kitchen,40.76455,-73.99297,Entire home/apt,175,1,49,2019-05-05,1,4,240.0,1,single
17655,13880697,"★ Master Bdrm | HBO, Netflix + Stocked Mini Fridge",82143608,Eric,Manhattan,East Harlem,40.7868,-73.94269,Private room,105,1,209,2019-07-07,2,76,177.0,1,single
6617,4777269,Two story apt with rooftop terrace,24585465,Amy,Manhattan,Upper West Side,40.77871,-73.97733,Entire home/apt,250,2,23,2019-06-17,1,0,197.0,1,single
9529,7320522,Large Apt in Theatre District,38350446,Chris,Manhattan,Hell's Kitchen,40.76146,-73.9896,Private room,160,5,5,2016-11-28,1,0,1128.0,1,single
26774,21253972,UES apartment in a great location,41306788,Tim,Manhattan,Upper East Side,40.763,-73.96044,Entire home/apt,275,3,1,2017-10-13,1,0,809.0,1,single
12474,9597258,Cozy and affordable room.,32379616,Fabiola,Bronx,Williamsbridge,40.88165,-73.85625,Private room,34,5,17,2019-05-31,2,313,214.0,1,single
15113,12071038,"UES area ,Luxury modern quiet private Apt",64676041,Mey,Manhattan,East Harlem,40.78784,-73.94998,Entire home/apt,149,5,88,2019-06-24,1,326,190.0,1,single
8719,6693052,Kid-friendly house with parking/back patio,398440,Marla,Brooklyn,Bedford-Stuyvesant,40.6913,-73.92934,Entire home/apt,200,3,4,2019-03-25,1,14,281.0,1,single
34272,27195566,1 BR apartment near Times Square,92772140,Alex,Manhattan,Hell's Kitchen,40.76035,-73.99524,Entire home/apt,200,2,22,2019-05-27,1,155,218.0,1,single
11529,8971863,"Coliving in Brookln, New York / Private room / Fl",27974952,Alex,Brooklyn,East Flatbush,40.64595,-73.9504,Private room,45,30,7,2017-02-16,7,124,1048.0,3,few
5490,3971065,Spacious Modern Apt that feels like HOME,20580437,Adam,Brooklyn,Williamsburg,40.71276,-73.95114,Entire home/apt,140,2,3,2017-09-04,1,0,848.0,1,single
45416,34738463,Private Group Studio Apartment,4852748,Michelle,Manhattan,Morningside Heights,40.81304,-73.96131,Entire home/apt,195,2,1,2019-06-09,6,358,205.0,1,single
13492,10100799,Spacious Garden Apartment in Heart of Park Slope,9250639,Amy,Brooklyn,Park Slope,40.67622,-73.97953,Entire home/apt,125,2,7,2019-06-30,1,0,184.0,1,single
36757,29215541,Private Apartment,219502160,Aneel,Queens,Ozone Park,40.68005,-73.85552,Entire home/apt,150,5,3,2019-07-01,1,317,183.0,1,single
4386,2968070,Near Times Square and Hell's Kitchen,14380456,Claude,Manhattan,Hell's Kitchen,40.75971,-73.98979,Private room,120,1,365,2019-07-05,1,174,179.0,1,single
28959,22304644,Shannan's Place,163046191,Elma,Brooklyn,Fort Greene,40.68522,-73.97115,Private room,57,28,2,2019-05-31,2,77,214.0,1,single
34703,27526504,"Beautiful, cozy, Penthouse Studio in Astoria/LIC",207573589,Cris,Queens,Astoria,40.77032,-73.92621,Entire home/apt,125,1,18,2019-01-01,1,0,364.0,1,single
22732,18396197,Two Bed Brownstone in the Heart of Brooklyn!,23722638,Laura,Brooklyn,Carroll Gardens,40.6845,-73.99024,Entire home/apt,175,4,4,2017-12-26,2,0,735.0,1,single
44734,34384453,#1 NY Perfect Destination . Hells' kitchen!!,259262728,Naomi,Manhattan,Hell's Kitchen,40.76059,-73.9965,Entire home/apt,290,3,4,2019-07-01,1,23,183.0,1,single
6278,4586880,Vintage Room  in  Brooklyn,23776693,Bev,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92925,Private room,50,2,100,2019-07-04,3,260,180.0,1,single
7234,5298299,Sunny Private Bedroom in Chelsea,11462251,Danielle,Manhattan,Chelsea,40.73885,-73.99701,Private room,109,2,2,2015-09-21,1,0,1562.0,1,single
38602,30351170,Top floor of an amazing duplex,213020,Robert,Manhattan,Upper West Side,40.79382,-73.96984,Private room,88,1,4,2019-03-21,3,7,285.0,1,single
20065,16068067,colorful and huge 1BD near Prospect Park,15792248,Marina,Brooklyn,Kensington,40.63647,-73.97463,Entire home/apt,100,2,1,2017-01-02,1,0,1093.0,1,single
48107,36082127,Stylish apartment near Central Park!,113344533,Alina,Manhattan,East Harlem,40.79446,-73.94455,Entire home/apt,170,1,1,2019-07-03,1,20,181.0,1,single
13522,10116734,Spacious Apartment D on 61st St. 1st & 2nd ave,30370192,Rachel,Manhattan,Upper East Side,40.75979,-73.96079,Entire home/apt,152,1,42,2019-06-02,1,357,212.0,1,single
2098,953275,Apartment For Your Holidays in NYC!,4460034,Alain,Manhattan,East Harlem,40.79531,-73.9333,Entire home/apt,125,7,50,2018-05-06,1,188,604.0,1,single
11737,9127011,Luxury 1 Bed apt in the heart of chelsea,19627702,Andrea,Manhattan,Chelsea,40.74384,-73.99383,Entire home/apt,193,1,8,2017-12-30,1,0,731.0,1,single
21321,16972627,Strawberry Fields Forever!,21353088,Katy,Manhattan,Upper West Side,40.77786,-73.98066,Entire home/apt,243,1,41,2019-06-30,1,8,184.0,1,single
18652,14759843,Cozy studio In Bed Stuy Brooklyn,14438618,Rodney,Brooklyn,Bedford-Stuyvesant,40.68253,-73.9501,Entire home/apt,99,1,31,2018-09-20,1,345,467.0,1,single
44048,34013223,ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,256817214,Taio,Manhattan,Harlem,40.81597,-73.94114,Private room,90,5,1,2019-06-03,1,354,211.0,1,single
27886,21834937,Beautiful & spacious room 15 mins to Manhattan,14540215,Merisa,Brooklyn,Bushwick,40.69834,-73.93436,Private room,50,14,1,2018-01-08,1,0,722.0,1,single
11598,9026203,Subway-Ocean-Parking,31680304,Alex & Alena,Brooklyn,Gravesend,40.58892,-73.97379,Private room,70,3,67,2018-10-07,2,40,450.0,1,single
